H_wage,Female,Black,Edu,Exp,Married
15.375,0,0,12,22,1
8,1,1,12,16,0
15,0,0,16,5,1
26.875,0,0,18,26,1
29.6445,0,0,16,13,0
13.9429,1,0,12,32,1
15,0,0,12,16,1
7.5,1,0,12,25,1
3.75,1,1,8,37,0
5.87,1,0,12,29,1
6.875,1,0,12,25,1
9,1,0,12,20,0
11,0,0,12,11,1
9.75,1,0,15,8,0
8.13,0,0,10,20,1
7.7,1,1,14,35,1
7.5,1,0,12,24,1
4.25,0,0,12,9,0
12,0,0,16,7,1
31.25,0,0,16,25,1
20.6,1,0,12,28,0
3.8,1,1,10,35,0
4.2667,1,0,12,23,1
5,0,0,10,11,0
12,0,0,10,27,1
16.6667,0,0,18,17,1
6.875,1,0,18,28,1
7.1,0,0,7,22,1
9,0,0,12,24,1
5,0,0,12,20,1
5.95,1,0,12,38,1
7.2,1,1,10,26,1
8.0808,0,0,14,34,0
14,0,1,13,21,1
12,0,0,15,15,1
16.35,0,0,16,22,1
8,0,1,12,15,1
5.6,0,1,8,36,0
11.1111,0,0,11,22,1
8.5714,1,0,13,26,1
15,0,0,16,7,1
6.95,1,1,12,40,0
5,0,1,8,29,0
10,1,0,12,10,1
26.6667,0,0,16,35,1
6,1,0,12,38,1
20.4,0,0,17,7,1
4.5,1,0,9,34,1
7.5,0,0,12,41,1
4.5,1,0,12,38,0
6.14,1,0,15,31,0
4.73,1,0,15,30,1
17.0909,0,0,15,10,0
25,0,0,16,23,1
33.75,0,0,15,36,1
9.3333,1,0,12,29,1
7.5,1,0,12,27,1
6.75,1,0,7,39,1
7.5,1,0,12,33,1
8.5,1,0,14,10,1
18.275,1,0,16,18,1
8.5,1,0,12,11,0
20,0,0,18,4,1
17.7778,0,0,17,17,0
8.75,0,0,7,35,0
14.75,1,0,12,22,1
19.2364,0,0,18,17,1
22.5,1,0,14,38,0
17.1429,0,0,16,21,1
37.5,1,0,16,26,0
20,1,0,15,33,0
18,0,0,12,38,1
11,1,0,12,32,0
4.1667,0,0,18,15,0
12.8,1,0,16,4,0
16.25,0,0,13,10,1
9,1,0,12,25,1
19.75,0,0,12,37,1
15,0,0,12,34,1
12.2,1,1,12,19,1
17.5,1,0,12,22,0
12,0,0,12,26,1
9.72,0,0,10,34,0
15,1,0,16,15,1
7.7778,1,0,12,28,1
22.6415,1,0,18,10,0
7,0,0,15,29,0
7.5,1,1,16,14,0
15,1,0,16,15,0
7,1,1,10,27,0
8,1,0,11,33,1
13,1,0,13,16,1
14,0,0,16,9,1
20.6667,0,0,18,16,1
17,1,0,18,11,0
26.625,0,0,16,10,1
7.62,1,0,12,17,1
10.29,1,0,12,25,1
21.6667,0,0,16,27,1
12.975,1,0,16,31,1
10,1,0,12,9,1
16.825,0,0,16,15,1
17.5,0,0,14,7,1
9.375,1,0,16,20,1
5.33,1,0,18,12,1
11,0,0,11,9,1
5,1,0,4,25,1
12.5,0,0,12,33,1
6.5,1,0,12,29,1
19,0,0,16,13,1
16,0,0,12,12,1
9.5,0,0,12,17,1
9,0,0,12,28,1
7.15,1,0,12,12,1
6.05,1,0,10,26,1
5,0,0,14,7,1
6,0,0,12,9,0
6,0,0,12,8,0
11,0,1,12,21,0
12.05,0,1,12,38,1
8.5,0,1,12,13,1
11.6667,1,0,12,34,1
6.775,1,1,14,17,1
17,0,0,9,42,1
11.21,1,1,12,18,1
6.1,1,1,15,5,0
14.65,0,1,12,18,1
21,1,0,12,34,0
9.5,0,0,12,12,1
11.1111,0,0,18,22,1
13,0,0,7,31,1
15,1,0,16,18,1
8.48,1,0,12,31,1
9,0,0,11,17,0
8.5,1,0,16,19,1
7,1,0,16,10,0
5.87,1,1,13,14,1
6.57,1,1,12,19,1
16.825,0,1,14,15,1
11,1,0,14,37,1
11.7,1,0,16,10,1
7.6923,1,0,17,5,1
17.2105,1,1,14,14,1
5.5,1,1,12,23,0
13.5,0,0,14,28,1
6.125,1,0,12,25,1
25,1,0,16,27,0
22,0,0,18,8,1
18.5,0,0,16,13,0
4,0,0,14,11,0
8.75,0,0,12,22,1
9,0,0,12,40,1
7.7778,0,0,12,16,1
3.65,1,0,12,20,1
19,0,0,12,30,1
9.24,1,0,12,18,0
10,1,0,12,38,0
28.38,0,0,18,13,1
11,0,0,8,36,1
18.4615,0,0,16,17,1
10.75,1,0,13,13,0
10.25,0,0,13,20,1
6.75,0,0,12,23,1
11.5,0,0,12,27,0
10,0,0,12,25,1
12.5,1,0,12,24,0
7.08,1,0,13,16,0
8.5,0,0,14,7,0
5,1,0,16,16,0
10,0,0,12,31,1
7.28,1,0,16,19,0
4.6,1,0,12,26,1
5.3,1,0,12,35,1
6,0,0,12,15,0
7,1,0,12,32,1
9.71,0,0,10,21,1
4.7,0,0,12,23,0
18.125,0,0,18,15,1
21.25,0,0,12,34,1
6.5,1,0,12,17,1
8,0,0,12,35,1
6,1,0,12,36,1
7,1,0,13,32,1
6.05,1,0,12,11,0
24.025,0,0,16,15,1
29.325,1,0,14,27,1
9,0,0,11,42,1
12.1833,1,0,16,33,1
7.5,0,0,16,8,1
4,1,0,9,32,0
9.375,1,0,12,10,1
10,0,1,8,33,1
3.5,0,1,12,32,0
13.3333,1,0,16,23,1
32.0444,0,0,15,21,1
16,0,0,18,14,1
5,0,1,16,10,0
8.6053,1,0,16,21,1
8,1,0,14,23,1
7.5,0,0,12,24,1
16.5,0,0,13,8,1
9.1,1,0,12,16,1
12.8571,1,0,14,30,1
12.5,0,0,15,17,1
13.3333,1,0,18,11,1
15,0,0,12,11,0
7.6,1,0,12,25,0
7.5,0,0,11,30,1
11.1111,0,1,18,13,1
20.225,0,0,18,5,1
7.5,0,0,12,8,0
15.5,0,0,12,14,0
10,0,0,12,37,1
9.15,0,1,11,29,1
12,0,0,14,23,1
6.25,1,0,12,23,1
7.5,1,0,14,17,1
7,1,0,14,27,1
6,0,1,12,8,1
13.05,0,0,12,14,0
6.75,1,0,12,10,1
5.25,0,0,14,11,1
27.4714,0,0,18,13,1
4,0,1,12,9,0
4,1,0,11,19,0
11.32,1,0,14,32,1
5.5,1,0,14,23,1
24.03,1,0,15,22,0
5.2,1,0,18,19,1
8,1,0,17,12,1
11.875,1,1,12,9,1
10,0,0,12,29,1
11.5,0,0,10,35,1
17.5,0,0,16,17,1
24.05,0,0,13,38,1
15,0,0,16,14,1
5,1,0,12,38,0
7.8,1,0,12,31,0
4.62,1,0,12,19,1
7.5,1,0,13,35,1
7.65,1,0,12,26,1
12.5,1,0,16,32,1
14.8,0,0,12,15,1
28.8889,0,0,16,7,1
9,1,0,15,10,0
8.75,1,0,16,14,0
10,0,0,12,11,0
18.25,0,0,15,20,1
24.05,0,0,16,19,1
13.3333,0,0,12,11,0
10.25,0,0,14,9,1
10,1,0,15,14,1
15.8333,0,0,16,14,1
6.25,0,0,8,15,1
6.51,1,1,13,13,1
6.35,0,0,11,33,1
10,0,0,7,31,1
25,0,0,14,36,1
12.5,1,0,18,14,1
25,0,0,14,9,1
5.75,1,0,16,6,0
9,0,0,12,23,1
6.25,1,1,12,40,1
4,0,1,12,11,1
6.4286,1,0,12,20,1
33.65,0,0,16,25,1
7.5,1,0,12,34,1
8.19,1,0,12,11,1
4,1,1,12,12,0
3.75,1,0,12,18,1
5.76,1,0,12,35,1
10.0857,1,0,13,21,1
18,0,0,13,23,1
4.05,0,0,8,19,1
11.24,0,0,14,22,1
7.25,1,0,10,12,1
5.76,0,0,12,13,1
13,1,0,17,5,1
3.8,1,0,8,33,0
26.6667,0,0,16,23,0
13,1,0,12,37,1
5.5,1,0,7,27,1
7,1,0,12,16,0
5.51,1,1,12,22,0
4,1,0,9,11,1
13.2727,0,0,12,34,1
15,0,0,12,24,1
7.4,0,1,13,19,0
9,0,0,12,15,1
6.5,1,1,9,12,0
17.875,0,0,16,11,1
13.77,0,0,12,10,1
6,0,0,12,37,1
18,1,0,16,13,1
10.5,0,0,9,34,1
9.2,1,0,4,45,1
18,0,0,12,17,1
9.125,1,0,14,19,1
28.5714,0,0,18,16,1
17,0,1,12,23,0
9,1,0,12,13,1
10.57,0,1,12,10,0
10,0,0,13,9,0
11,0,1,10,15,0
9.77,1,0,12,39,1
4,1,0,3,47,1
15,0,0,12,20,1
4.63,1,0,10,25,0
8.75,1,0,14,14,0
10.4545,0,0,12,10,1
4,1,0,12,25,1
7.5,0,0,9,17,1
5.5,1,0,12,26,1
6.6,1,0,12,12,0
29.7619,0,0,16,34,1
20,0,0,12,37,0
19.5313,1,0,16,6,1
7.5,0,0,12,9,0
9,1,0,15,29,0
11.25,1,0,17,14,0
5.25,1,0,12,12,1
10.7143,0,0,14,23,1
13,1,0,16,8,1
5.5,1,0,15,25,1
8.5,0,0,12,16,1
14.98,0,1,14,15,1
24.25,0,0,12,41,1
5.8,1,0,12,10,0
15.73,0,0,12,23,1
4.25,1,0,12,21,1
7.8,1,0,12,21,1
18.75,0,0,16,13,0
14.4444,0,0,13,8,1
8.1,0,0,16,5,1
8,0,0,12,25,1
13.225,0,0,12,30,1
5,0,0,12,21,1
18.3,0,0,14,24,1
34.9637,0,0,18,16,1
2.5,1,0,12,21,0
20.6,0,0,16,25,1
9,1,0,12,10,1
12.5,1,0,16,6,0
10.99,1,0,12,24,1
17,1,0,18,24,0
4,1,0,14,8,1
19,0,0,8,41,1
20.75,0,0,16,16,1
7.85,1,0,14,27,1
8.4,1,0,12,41,1
9.5,0,1,12,8,0
15,0,0,16,16,0
7.5,0,0,17,22,1
10,1,0,13,25,1
10.65,0,0,12,26,1
11,0,0,16,27,1
8.08,0,0,12,19,1
12,1,0,12,17,1
15,1,0,17,19,1
41.65,0,0,18,22,1
19.0476,1,0,18,16,1
12.5,0,0,12,39,1
13.21,0,0,12,35,1
20,0,0,13,29,1
13.75,1,1,12,22,0
5,0,1,16,8,0
12,0,0,16,15,1
11.25,1,0,16,19,1
4,1,0,11,30,1
13.64,0,0,13,24,1
5.21,1,0,12,41,1
7,1,0,13,36,1
6,0,1,12,26,0
7,1,0,12,21,1
9,0,0,12,34,1
5.25,0,1,16,13,1
5.75,1,1,14,10,1
7.25,1,0,12,28,0
6.325,0,0,16,5,1
11,1,0,14,32,1
5.5,1,1,13,11,0
10.5,0,0,12,10,0
8.65,1,0,13,17,1
9.1,0,0,13,20,0
8.4,1,0,12,19,0
11.08,1,0,12,15,0
6,0,0,11,9,0
20.675,0,0,12,26,1
20.8333,1,0,16,9,1
15.3818,0,0,12,17,1
10.23,0,0,12,17,1
8.7,1,1,14,7,0
10.575,1,0,18,18,1
8.25,0,0,12,25,1
16.59,1,0,12,26,1
15,1,0,14,35,1
11.07,0,1,13,21,1
9,0,0,15,12,1
10.54,0,0,12,34,1
13.5,1,0,12,30,1
8.31,0,0,12,21,0
10.45,1,0,10,24,1
3.75,0,0,12,25,0
11.625,1,0,12,38,0
6,0,0,7,42,1
6.55,1,0,16,28,0
14,0,0,12,37,1
3.75,1,0,12,16,0
12.5,1,0,9,36,1
5,0,0,8,42,1
11,0,0,14,21,1
10,0,0,12,28,0
7,0,0,14,12,1
9.5111,0,0,12,17,1
4.5,1,0,12,35,1
9.25,0,0,12,18,1
3.9,0,0,12,31,0
9.3333,0,0,12,17,1
7.5,1,0,12,17,1
15.6,0,0,18,22,1
14.4,0,0,12,38,0
17.5,1,0,18,13,1
48.075,1,0,16,21,1
5.18,1,0,12,38,1
7,0,0,12,18,1
10,0,0,12,10,1
23,0,0,12,29,1
6.25,1,0,16,18,0
7.15,1,0,12,29,1
14.05,0,0,18,33,1
8,1,0,12,10,0
7.75,1,0,12,25,0
5.6,0,0,13,34,1
16,0,0,12,22,1
16,0,0,12,24,1
14.25,1,0,14,12,0
12.5,0,0,15,12,1
6.25,0,0,12,39,1
15.39,0,0,12,20,1
7,0,0,12,34,0
4.6,0,0,17,3,0
9.18,1,0,12,19,1
5.25,0,0,13,7,1
7.06,1,0,12,22,1
9,0,0,13,13,1
7.5,0,0,12,17,0
10,0,0,12,38,1
24.4444,0,0,14,16,1
5,0,0,13,10,1
7.5,0,0,17,19,0
7.1429,1,0,12,31,0
2.54,0,0,3,46,1
7.35,1,0,12,18,1
9,0,0,12,18,0
16.875,1,0,16,6,0
9.24,1,0,12,10,1
8.3333,1,0,16,7,0
6.15,1,0,10,20,1
9.375,1,0,12,37,1
5,1,0,11,26,1
10.9,0,0,12,20,1
2.9,0,0,12,41,1
9.5,0,0,12,19,0
24,0,0,14,33,1
4.0541,1,0,13,10,1
12.5,0,0,12,36,0
18.75,1,0,14,9,1
17.1429,0,0,13,18,0
17.5,0,0,11,13,1
12.3077,0,0,18,4,1
11,0,0,9,21,1
9.875,0,0,12,41,1
16.3265,1,0,18,35,1
9,1,0,14,27,1
8.65,1,0,12,30,1
16,0,0,16,9,1
5.75,0,0,12,10,0
16.6667,1,0,18,15,1
9.9,1,0,12,13,1
12.5,0,0,18,4,0
4.25,1,0,12,13,1
11.76,0,0,15,13,1
18.75,0,0,12,35,1
11.5,1,0,14,19,1
4.5,0,0,8,35,0
7,1,0,17,21,1
5,1,0,13,16,1
18.1818,0,0,18,34,1
7.2222,1,0,9,34,1
8.75,1,0,12,18,1
12.5,0,0,12,10,1
11.875,0,0,16,11,1
13.75,1,0,18,16,1
7.47,1,0,18,7,0
18.22,1,0,16,18,0
26.625,0,0,13,12,1
12,0,0,14,25,1
10,0,0,13,13,0
18,0,0,14,25,1
7,0,0,16,20,0
23,0,0,18,10,0
14.9,1,0,18,16,1
16.25,0,0,16,26,1
14,0,0,12,15,0
12.5,1,0,12,26,0
8.25,1,0,13,16,0
9.7,1,1,4,46,1
11.25,1,0,18,20,1
18,0,0,12,11,0
5,1,0,12,11,1
15.91,0,0,14,28,1
13,1,0,15,15,1
9.3,1,0,16,9,0
4.5,1,0,12,33,1
13,1,0,18,21,1
13.45,1,0,15,25,1
6.22,0,0,14,24,0
9.6,1,0,17,17,1
6,0,0,14,8,0
29.0698,0,0,18,26,1
6.16,1,0,16,8,0
7,1,0,16,14,1
7,1,0,12,15,1
9,0,0,12,28,1
17.2,0,0,14,26,1
4.5,1,0,12,8,0
10,0,0,8,35,1
23.25,0,0,15,12,0
4.85,1,0,12,40,1
5.15,1,0,12,38,0
6.92,1,0,12,22,1
7.68,0,0,18,17,1
8.99,0,0,13,26,1
9.24,0,0,12,25,1
15,0,0,13,29,0
18.25,1,0,16,4,1
15,1,0,12,36,1
3.5,1,0,12,12,1
11.03,1,0,16,36,1
7.5,0,0,13,7,0
6.6,0,0,12,28,0
9.5,1,0,15,11,0
4.5,1,0,12,25,1
6,0,0,12,12,1
6.0833,1,0,16,12,0
19.2222,0,0,16,8,0
6.32,0,0,12,8,0
13.41,0,0,16,17,1
13.5,1,0,15,15,1
11.25,0,0,12,14,1
15,0,0,12,20,1
9,1,0,12,16,1
6.5,0,0,12,16,1
8.75,0,0,16,14,1
23.06,0,0,18,9,1
8,0,0,16,4,0
15.38,0,0,17,31,1
12.2222,0,0,16,18,1
10.43,0,0,12,20,1
22.2222,0,0,14,19,1
5.725,0,0,14,18,0
5.75,1,0,12,18,1
22.5,1,0,16,5,0
7.25,1,0,1,26,1
10,0,1,12,30,1
10.6667,1,1,16,11,1
5.25,1,1,10,13,0
14.75,1,0,18,13,0
19.375,1,0,18,17,0
20.2,0,0,18,13,1
11.13,0,1,14,7,1
8,1,1,16,6,1
5,0,1,12,8,0
5,1,0,2,21,1
5.75,0,1,7,16,0
7,1,1,12,32,0
14.25,0,0,14,8,1
6.25,0,0,12,8,1
9.7368,1,1,12,14,1
12.35,1,1,12,18,1
9.375,1,1,12,12,1
10,0,1,12,36,1
6.6667,1,0,12,16,1
16.25,1,0,14,15,1
15,1,0,12,36,1
7.35,1,0,11,33,1
17.12,0,0,18,12,1
15,0,0,14,17,1
17.0213,0,0,16,15,1
5.5,1,0,11,21,0
8.8889,0,0,15,27,1
35,0,0,12,30,1
10,0,0,12,22,0
12.5,0,0,12,30,1
26.68,0,0,14,19,1
16.25,1,0,18,14,1
15,0,0,17,3,1
20,1,0,15,13,0
9.375,0,0,16,24,1
10,0,0,8,42,1
5.7143,0,0,18,7,0
10.5,1,0,18,26,1
22,1,0,14,13,1
14,0,0,16,14,1
10.25,1,0,12,10,1
5.625,1,0,12,8,1
9.37,0,0,12,28,1
4.3,0,0,11,11,1
13.75,0,0,16,12,1
12.5,0,0,16,25,1
14.5,0,0,14,20,1
6,1,0,12,39,1
21,0,0,16,19,1
15,0,0,13,24,1
12.975,0,0,18,20,1
24,0,0,14,10,1
10.5,0,0,18,17,1
17.5,1,0,16,17,1
15,0,0,14,19,1
1.6667,0,0,18,33,0
17.64,1,0,13,28,0
25,1,0,18,19,0
19,0,0,16,15,1
7.5,0,0,12,15,0
6.25,0,1,12,12,1
6.25,0,0,12,11,0
13.3333,0,0,12,8,0
17,0,0,16,11,0
13.64,1,1,12,22,0
7.5,1,0,9,22,1
10.8696,0,0,14,18,1
6.8571,1,0,16,10,0
3.375,1,0,2,29,1
18.75,0,0,16,13,0
15.05,0,0,18,32,1
23,0,0,9,17,0
27.5,0,0,18,13,1
18,1,0,18,11,0
10,1,0,12,32,1
5,0,0,12,14,1
16.8,0,1,14,6,0
38.46,0,0,18,22,1
14,1,1,16,9,0
29.1,1,0,13,7,0
5.5,0,0,11,14,0
18,0,0,10,18,0
6.5,0,0,8,14,1
7.73,1,0,12,38,0
12,1,0,16,13,0
10,0,0,13,14,0
12.5,1,0,12,11,0
30.75,0,0,14,28,1
5,1,0,6,43,1
48.075,0,0,18,12,1
6.25,0,1,12,37,0
4.375,0,0,11,25,1
8,0,0,14,16,1
10.5,0,0,13,24,0
30,0,0,16,7,0
27.7778,0,0,16,10,1
17.4545,0,0,16,10,1
6,0,0,7,23,1
5,0,0,16,16,1
13.6,0,0,14,13,1
18.75,0,1,16,8,1
22.5,0,0,12,36,1
15,1,0,17,21,0
4.25,0,0,6,16,0
5,0,0,8,17,1
8.9744,1,0,12,25,1
12,0,0,11,39,1
17.5,0,0,12,14,1
25,0,0,16,22,1
12.8,0,0,14,7,1
10,1,0,12,10,0
9.7,1,0,12,30,0
8.4,1,0,10,15,0
11.1111,0,0,16,18,1
8.47,1,0,13,9,0
15,0,0,12,15,1
6,0,0,8,41,0
7.5,1,0,18,22,1
10.375,1,0,14,27,0
5,1,0,9,18,1
8.25,1,0,12,22,0
8.075,1,0,16,5,1
14.5333,1,0,18,23,1
12.8889,1,0,18,4,0
10.25,1,0,12,20,1
12.86,1,1,13,40,0
8,1,0,12,12,1
42.5,0,0,14,21,0
15.9,0,0,12,15,1
30,1,0,16,16,1
25,0,0,17,15,0
8,1,0,12,32,1
10.5,0,0,12,21,0
9,0,0,9,11,1
18,0,0,18,8,1
10,0,0,15,17,0
11,1,0,12,27,0
14.1111,1,0,17,4,0
27.5,0,0,16,32,1
20,0,0,16,9,1
11.5,0,0,10,13,0
5.5,0,0,13,20,1
6.25,1,0,12,16,1
6.15,1,0,12,16,1
4.25,1,0,12,20,1
13.9,0,0,16,8,1
9.64,1,0,14,20,1
6,0,0,0,25,1
5.36,1,0,12,22,1
16,0,0,13,19,1
7.2917,0,0,12,24,1
27,1,0,16,13,0
11.6667,1,0,17,16,1
5.65,1,0,12,13,1
14.375,0,0,12,16,1
5,0,0,0,38,0
22.5,1,0,16,23,1
11.54,0,0,12,12,0
10.5556,0,0,16,12,1
5,0,0,12,36,1
10.625,0,0,18,7,1
11.1842,1,0,12,19,0
21.9714,1,0,12,34,1
22.2222,0,0,14,36,0
16.2105,0,0,18,2,0
48.07,0,0,16,12,0
12.2364,0,0,12,26,1
20,0,0,16,25,1
17.1429,1,0,16,4,0
5.3143,0,1,12,23,1
6.75,0,1,12,27,0
12.5,1,0,12,37,1
23.6364,0,0,18,8,1
3.97,1,1,12,13,0
47.5,0,0,16,34,1
13.5,0,0,18,7,0
16.2162,1,0,16,6,1
12,0,0,17,3,0
25,1,0,16,19,0
12,1,0,15,12,1
12,0,0,12,12,1
20,1,0,17,17,0
10,1,0,11,10,0
31.25,0,1,18,18,0
42.7333,0,0,18,11,1
10,0,0,16,20,0
15,1,1,15,20,0
10.5,0,1,8,18,1
14.2857,0,1,16,17,0
13.75,1,0,12,11,1
8.125,0,1,12,30,1
7.5,1,1,12,21,1
14.42,0,0,14,11,0
10,1,1,13,16,0
10.5,1,0,12,24,0
12.5,1,1,12,10,0
6.1,1,0,12,16,0
22.5,1,0,14,13,1
17.5,0,0,13,11,1
10,0,0,13,31,0
12,1,1,16,17,0
7.5,0,0,12,26,0
25,0,0,16,17,1
33.3333,0,0,16,29,1
8.8,1,0,9,41,0
11.1842,1,0,12,19,0
4.5,1,0,12,19,1
9,1,0,12,10,1
11.6,1,0,16,5,0
15,0,0,12,20,1
23.5,1,0,16,27,1
12.5,1,0,16,5,0
8.4,1,1,12,12,1
24.6,0,0,12,33,1
8.5,1,0,12,31,1
12.8,1,0,11,23,1
5.5,1,0,12,41,1
11.25,0,0,14,33,1
2.5,1,0,12,13,1
8,1,0,13,23,1
9.05,1,0,16,6,0
8,0,0,12,19,0
13,1,0,16,31,1
7,1,0,12,26,1
12.51,0,0,12,18,1
22,0,0,12,41,1
16.2222,0,0,12,31,1
30,0,0,14,17,1
16.52,1,0,15,16,1
18,0,0,14,18,1
6.25,1,0,12,24,1
31.5,0,0,14,33,1
20,0,0,15,5,1
16.25,0,0,12,30,1
10.5263,1,0,14,12,0
5,1,0,12,16,1
21.0526,0,0,14,29,1
13.5,0,0,11,24,0
35.7143,0,0,15,36,1
25,0,0,17,24,1
10,1,0,12,32,1
11.65,0,0,11,30,1
7,1,0,12,25,1
6,1,0,12,31,1
3.85,1,0,15,13,0
5,0,0,6,37,1
5,1,0,14,9,1
9.53,1,0,9,39,0
5.19,1,1,13,11,0
10.6,1,0,12,13,1
4.5,0,0,13,16,1
10,0,0,16,20,0
3.8,1,1,12,24,0
4.1667,0,0,11,13,1
9,1,0,18,24,1
18.75,0,0,12,20,0
9.3,0,0,12,35,1
23.2558,0,0,12,29,0
25,0,0,16,14,1
10,0,0,12,21,0
34.9637,0,0,18,10,1
12.5,1,0,16,37,1
18.8889,0,0,16,25,1
10,0,0,14,12,0
11.5333,0,0,16,7,1
9.6,1,0,16,19,1
12.5,1,0,12,18,1
12.5,1,1,18,25,1
20,0,0,18,24,0
12.5,1,0,13,24,0
18.05,0,0,12,31,0
4.5,0,0,12,39,1
9,0,0,17,14,0
7,0,0,14,8,1
5.2941,0,0,12,9,0
5,0,0,12,23,1
10.5,1,0,18,5,0
27.1429,1,0,16,14,0
25,0,0,16,18,0
18.75,0,0,15,24,0
12.4154,0,0,11,23,1
5.57,1,1,12,14,0
6.25,1,0,12,18,0
19.6591,0,0,14,30,1
15,0,0,18,14,0
10.5,1,0,13,16,1
7,0,0,12,23,0
8,0,0,14,25,1
10,0,0,12,35,1
8.75,1,0,12,28,0
30,1,0,18,18,0
6.3,1,0,12,19,1
7.8571,0,0,16,7,0
6.25,1,1,10,40,0
17.5,0,0,16,7,1
10.5,0,0,12,10,1
20,0,0,14,25,1
8,0,0,16,4,0
8,1,0,12,22,1
4,1,0,11,14,1
4,1,0,6,20,1
5.26,1,1,12,9,0
31.25,0,0,18,34,1
6.5,1,0,16,11,1
14.2857,0,0,18,7,1
7.44,1,0,12,38,0
18.25,0,0,13,21,1
3.9,1,0,9,14,0
12.8571,1,0,18,11,0
20,0,0,12,36,1
12.5,0,0,12,34,1
17.58,0,0,12,9,1
9.1,1,0,16,5,0
6.5,1,0,12,25,1
11.25,1,1,18,15,0
4.42,1,0,12,8,0
11.5,0,1,13,13,1
26.6667,0,0,14,12,0
12.5,1,0,17,13,1
8.75,1,0,12,35,1
22.5,0,1,16,27,1
11.5,0,0,12,33,1
20,0,0,14,27,1
5.5,0,0,12,37,1
14,0,0,14,18,1
18.1818,1,0,12,24,0
10,0,0,12,37,1
5,0,0,13,8,0
10,1,0,12,35,1
23,1,0,16,4,0
8.5714,0,0,18,3,0
11.52,0,0,14,17,1
38.4444,0,0,18,20,0
10.4,0,0,12,27,1
7,0,0,12,34,1
12.5,0,0,16,5,1
10,1,0,12,12,1
6.7,0,1,10,26,0
18.95,0,0,16,15,1
7.5,0,0,12,8,0
7.4,1,0,12,16,0
15,0,0,10,33,1
8,1,0,12,16,1
21.25,0,0,12,36,1
8.5,1,0,12,23,1
8.61,1,0,12,28,1
6.5,1,0,11,29,1
9,1,0,9,37,0
8.125,0,0,12,26,1
12.5,0,0,12,34,1
5,1,0,12,24,1
7.2093,1,1,16,9,0
6.25,0,0,12,23,0
8.36,0,0,12,25,1
6.725,1,0,13,36,1
5.5,1,0,12,21,1
8,1,0,12,19,0
25,1,0,16,8,1
3.5,0,0,6,15,1
12.2,1,1,14,20,1
23.08,0,0,18,7,1
18.5,0,0,15,20,0
15,0,0,12,21,1
5.25,0,0,16,34,1
12.5,0,0,14,28,1
8.72,1,0,12,26,1
6,0,0,13,10,0
3.64,0,0,11,42,0
11.1111,1,0,16,21,1
20,0,0,12,23,1
5.625,1,0,12,8,0
16.6667,0,0,12,15,0
11.53,1,1,14,14,0
3.125,1,1,12,14,0
23,0,0,12,40,0
18.85,0,0,12,37,0
12.6053,1,0,14,23,0
14.23,0,0,16,27,1
18,0,0,12,31,1
10.25,0,1,14,17,0
25,0,0,15,22,0
14.76,1,1,12,20,1
15.625,0,0,12,32,1
6.75,1,0,12,15,1
5,1,0,12,11,1
8.5,0,0,11,10,0
14.0625,1,0,12,30,1
6,1,0,12,15,1
19,0,0,12,9,1
6.75,1,0,12,20,0
8,0,0,12,10,0
6.5,1,0,12,11,1
14.4444,0,0,12,27,1
6.25,0,0,18,27,1
4,0,0,12,21,1
11.75,0,0,12,12,1
14,0,0,14,21,1
18,0,0,12,14,0
8,1,0,12,23,0
7.125,1,0,12,40,1
22.1,0,0,18,35,1
9.6,0,0,12,9,0
16.28,0,0,14,22,1
20.675,0,0,18,19,1
4.5,0,1,14,22,0
10.45,0,0,12,19,1
6.36,1,0,12,23,0
16.63,0,0,12,27,1
13,0,0,11,12,1
5.2,0,1,12,14,1
3.125,1,1,11,39,1
4.75,1,0,10,33,0
3.5714,1,0,16,21,0
14.15,0,0,12,11,1
10,1,0,12,14,1
2.09,1,1,12,19,0
10.5,0,0,16,13,0
15,0,0,12,31,1
10,0,0,17,16,1
12.5,1,0,17,25,0
20,0,0,18,16,1
9,0,0,12,14,1
33.65,0,0,16,20,0
6,0,0,7,46,1
4.25,1,0,12,17,1
11.71,1,0,12,36,1
17.5,1,0,16,6,0
10,0,0,12,13,1
33.3333,1,0,14,15,1
13,1,0,13,14,1
9.5,1,0,14,23,1
7,0,1,12,17,1
7.48,0,0,12,20,1
20,0,0,18,23,0
7.76,1,1,13,38,0
4,1,0,12,31,1
14,0,0,12,40,1
40,1,0,18,24,0
18,0,0,12,30,1
8,1,0,13,22,1
9.625,0,0,12,38,1
3,1,0,12,17,0
12,0,0,12,38,1
6.6667,0,0,12,13,1
6.25,0,0,12,39,1
20,0,0,16,27,1
3.8,1,0,5,30,1
10,0,0,6,44,1
7.35,1,0,16,8,1
9.375,0,0,15,20,1
4.65,0,0,10,17,0
18.75,1,0,16,26,0
12,0,0,16,16,1
4.8,0,0,12,16,0
9.27,0,1,12,10,0
21.88,0,0,12,16,0
16,0,1,14,14,0
37.5,0,0,18,29,1
29.5846,0,0,16,37,1
6.25,1,0,10,43,1
10,0,0,15,24,1
17.5,0,0,14,8,0
15.7273,0,0,16,12,0
10,1,0,16,5,1
8.75,1,0,12,9,1
19.24,0,0,16,22,1
6,0,0,10,21,0
10.1,1,0,16,14,1
12.91,0,0,14,10,1
10,0,0,12,20,1
23,0,0,12,11,1
5,1,0,12,25,1
13,1,0,14,20,1
15,0,0,16,17,1
